text,topic
"Millions facing pensions 'misery' Millions of Britons face retirement poverty unless they work longer or save more to plug a 57bn shortfall, a government-inspired report is due to say.",World
"Stocks Higher on Strong Tech Earnings NEW YORK - Investors bid stocks higher Tuesday as oil prices declined and earnings results from a number of companies, including International Business Machines Corp. and Texas Instruments Inc., topped Wall Street's expectations...",World
"FileMaker Unveils Advanced Server Edition At Devcon At the FileMaker Developers Conference in Phoenix this week, the company will announce availability of FileMaker 7 Advanced Server Edition, and boast about the 10 million copies of its eponymous database that have shipped since 1984.",Sci/Tech
Rugby / Australia edges out England in thriller Australia showed all its famed resilience to withstand a fierce fightback by England and beat the world champion 21-19 in a thunderous World Cup final repeat yesterday.,Sports
"Israeli Army Prepares for Showdown in Gaza (AP) AP - Israeli aircraft struck more targets in the Gaza Strip on Friday as the army massed an armored force in apparent preparation for a major military operation against militants in Jebaliya, the Palestinians' biggest refugee camp.",World
"Norway's Shipowners plans to expand lockout, government orders talks (Canadian Press) Canadian Press - STAVANGER, Norway (AP) - The Norwegian Shipowners Association threatened on Monday to lock out more oil and gas rig workers, a move analysts said could result in a near shutdown of the third-largest petroleum exporter's production and drive world oil prices even higher.",World
"More clues hint Mars watery past BEIJING, Aug. 19 (Xinhuanet) -- NASA #39;s Mars rovers have uncovered more clues about how water shaped the Red Planet, scientists said Wednesday. ",Sci/Tech
"AMD chips to gain security, virtualization features  SAN FRANCISCO - Advanced Micro Devices (AMD) plans to build security and virtualization features into its server processors by 2006, the company said Friday during its annual analyst event.",Sci/Tech
"Interim Haitian leader says he needs more troops, cash, ponders &lt;b&gt;...&lt;/b&gt; Haiti #39;s interim leader castigated the world Saturday, saying it has sent too few troops to prevent the kind of violence that killed at least 55 people in two weeks and then used the insecurity as an excuse that is delaying ",World
"More powerful American tug takes over towing of stricken Canadian &lt;b&gt;...&lt;/b&gt; HALIFAX (CP) - A more powerful American navy tug took over the towing of a disabled Canadian submarine Saturday, moving up its expected arrival in Scotland to late Sunday.",World
"Spies prize webcam #39;s eyes A new worm has been discovered in the wild that #39;s not just settling for invading users #39; PCs - it wants to invade their homes, too.",Sci/Tech
Samsung ships 512 Mbit GDDR3 memory Samsung announced that it doubled the density of graphics DDR3 memory and has begun shipping samples to graphics card and game console manufacturers.,Sci/Tech
"NTT DoCoMo Ships Wi-Fi/Cellular Phone MANHASSET, NY - NTT DoCoMo Inc. on Tuesday (Nov. 16) started selling what one analyst called the  quot;world #39;s first commercially available quot; combination Wi-Fi/cellular phone.",Sci/Tech
"Cingular, AT amp;T Wireless Launch Service Cingular Wireless LLC began offering a multimedia messaging service on Tuesday that is compatible with that of its future unit, AT amp;T Wireless Services Inc.",Business
"Greenspan says oil price agony milder than in 1970s (AFP) AFP - Soaring oil prices should inflict less damage on US economic growth and inflation than the 1970s oil shock, Federal Reserve chairman Alan Greenspan said.",Business
France Pleas for Release of Journalists The French government and Muslim community in France requested the release of two French journalists being held hostage in Iraq. Al-Jazeera TV broadcast video of the hostages and disclosed the names of the ,World
"Oil prices hit lowest level in 7 weeks Crude oil futures tumbled below \$48 a barrel yesterday, closing at their lowest level in seven weeks, on rising expectations that the US supply of transport and home-heating fuels will be adequate this winter.",Business
"Bilateral flexibility urged for solution: Musharraf says Pakistan &lt;b&gt;...&lt;/b&gt; LAHORE, Nov 20: President Pervez Musharraf on Saturday ruled out any unilateral stepping back by Pakistan from its historical stand over Kashmir and asked India to show courage ",World
"Jacques wants revenge on BAR Renault couldn #39;t have chosen to better driver to replace Jarno Trulli than Jacques Villeneuve, as there is nothing the Canadian wants more than revenge on his former team, BAR.",Sports
"McGahee #39;s four TDs lead Bills #39; rout of Seattle From the opening kickoff, it seemed all coach Mike Mularkey needed was to wind up the Buffalo Bills and watch them go. Actually, he encouraged them to wind down in Seattle.",Sports
Google Now Indexing Up to Six Url Variables Google Now Indexing Up to Six Url Variables\\Some great news for those stressing over whether Google will be able to spider their very long dynamic urls. Appears in the last couple weeks Google has been pushing the envelope in terms of spidering urls that contain more than 5 variables and ...,Sci/Tech
"Comparing Australian Foreign Policy With Respect To Terrorism   Australia is facing a federal election on October 9th with the two main parties having little to separate them in domestic and economic policy. Where the Liberal and Labor parties differ greatly is in foreign policy. The Liberal Party adheres to the ""Great and Powerful Friends"" doctrine while the Labor Party pursues the doctrine of ""Asian Engagement"".        Since the September 11th attacks on the United States, terrorism has been thrust to the fore as the dominant security issue facing western nations. Australia has not had a terrorist attack on its shores; but two attacks in Bali and Jakarta have occurred in Indonesia that can be construed as terrorist attacks against Australia. Consequently terrorism for Australia is a foreign policy issue. On this basis the competing foreign policies of the Liberal Party and Labor Party can be compared.  ",Sci/Tech
"Stocks to Watch on Thursday, Dec. 9  XILINX INC. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=XLNX.O target=/stocks/quickinfo/fullquote""&gt;XLNX.O&lt;/A&gt;:",Business
"Australia #39;s S amp;P/ASX 200 Declines, Paced by Coles, Woolworths Australia #39;s S amp;P/ASX 200 Index fell from a record. Coles Myer Ltd. dropped for the second day on concern its second-half earnings announced yesterday don #39;t justify its share price.",Business
Microsoft Contests Patent Decision Microsoft is in court today contesting a Federal Court ruling in favour of Eolas for \$565 million. The court upheld a lower court ruling that Microsoft #39;s popular Internet Exporer browser infringed on patents ,Sci/Tech
Air Liquide Profit Up Nearly 10 Percent (AP) AP - Industrial gas supplier Air Liquide SA said Monday its net profit rose nearly 10 percent in the first half of the year as industrial gas markets recovered in North America and remained strong in Asia.,World
"Ever Busy, Phelps Gets Back to Main Thing; Doesn #39;t it seem as though Michael Phelps just got out of the pool at the Olympics in Athens? He has barely had enough time to dry off, let alone spend any quality time at his usual haunts in suburban Baltimore ",Sports
"US Airways loses loans for 100 Jets - Wash Post US Airways lost the financing for nearly 100 regional jets that were to be a key part of the bankrupt airline #39;s restructuring plan, The Washington Post reported on Saturday.",Business
"Companies to settle patent lawsuits 3Com Corp. , a maker of switches for corporate data networks, and PC-Tel Inc. agreed to end patent-infringement lawsuits. Each agreed to license the other's modem-related patents that were part of the litigation, which began in March 2003. PC-Tel also will supply wireless software and antennas to 3Com. PC-Tel will record as revenue during this quarter \$3.2 million it had ...",Business
"Linux vendors hit back at Ballmer #39;s email In a 2,600-word email sent to Microsoft customers and partners on Wednesday, Microsoft #39;s Steve Ballmer drove home the key themes of Microsoft #39;s  quot;Get The Facts quot; campaign.",Sci/Tech
"Ohio State Secures Victory, but Michigan Gains Rose Bowl Bid The Buckeyes stunned the No. 7 Wolverines, who still get to go to Pasadena because they defeated co-Big Ten Champion Iowa, 30-17, on Sept 25.",Sports
"Racism riddles Spanish football The racist abuse suffered by England #39;s Under-21 stars against Spain on Tuesday is a regular part of the Spanish game, says an anti-racism campaign body.",Sports
"Walmart.com Sees Electronics Leading Online Sales (Reuters) Reuters - Consumer electronics should be the\hottest online sellers this holiday, according to the head of\the online unit of Wal-Mart Stores Inc., the world's top\retailer.",Sci/Tech
